Name,Typ Einträge,AI assist
bhz - Vermietungsbestimmungen,Vermietungsbestimmungen,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine explizite zeitliche Begrenzung für das Bleiberecht. Das Mietverhältnis besteht, solange die Belegungsanforderungen erfüllt werden und keine Ausschlussgründe vorliegen.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird nicht explizit von ""Bleiberecht"" oder ""Wohnrecht"" gesprochen. Die Begriffe ""Mietverhältnis"" und ""Mitgliedschaft in der Genossenschaft"" werden verwendet.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ausschlussgründe sind:
  - Ablehnung von zwei angebotenen Ersatzwohnungen bei Unterbelegung.
  - Nichteinhalten der Maximalbelegung nach Personenzuzug.
  - Unerlaubte Untervermietung (z.B. Airbnb).
In diesen Fällen erfolgt der Ausschluss aus der Genossenschaft und die Kündigung des Mietverhältnisses unter Einhaltung der gesetzlichen Kündigungsfristen.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Siehe oben: Unterbelegung ohne Annahme eines Ersatzangebots, Überbelegung, unerlaubte Untervermietung.

- Wird ein Ersatz angeboten?
Bei Unterbelegung werden zwei kleinere, regelkonforme Ersatzwohnungen in unterschiedlichen Siedlungen angeboten. Werden beide abgelehnt, erfolgt der Ausschluss aus der Genossenschaft und die Kündigung des Mietverhältnisses."
Hagenbrünneli - Vermietungsbestimmungen,Vermietungsbestimmungen,"Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Das Vermietungsreglement nennt keine maximale Aufenthaltsdauer. Es gibt jedoch Mindestmietdauern für interne Wohnungswechsel: Ein Wechsel in eine Wohnung gleicher Zimmerzahl ist in der gleichen Siedlung frühestens nach 10 Jahren Mietdauer möglich, von Siedlung zu Siedlung nach 3 Jahren. Ein Wechsel in eine größere Wohnung ist frühestens nach 3 Jahren möglich.

Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Eine spezifische Bezeichnung wie ""Bleiberecht"" oder ""Wohnrecht"" wird im Reglement nicht verwendet.

Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Wenn bei Vertragsunterzeichnung die Belegungsbestimmung (Anzahl Personen + 2.5 = max. Wohnungsgröße) durch falsche Angaben umgangen wird, kann der Vorstand das Mitglied aus der Genossenschaft ausschließen.

Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Bei Umgehung der Belegungsbestimmung durch falsche Angaben kann die Geschäftsstelle die Kündigung auf den nächsten ordentlichen Kündigungstermin aussprechen.

Wird ein Ersatz angeboten?
Mitglieder, die ihre Wohnung wegen eines Ersatzneubaus verlassen müssen, haben bei der Neuvermietung Anspruch auf eine Wohnung im Ersatzneubau."
Glattal | bgz - Vermietungsbestimmungen,Vermietungsbestimmungen,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine generelle zeitliche Begrenzung. Das Mietverhältnis besteht grundsätzlich unbefristet, solange die Belegungs-, Subventions- und sonstigen Reglementsbedingungen eingehalten werden. Bei Unterbelegung muss die Wohnung spätestens nach einer Übergangsfrist von 2 Jahren freigegeben werden. Bei Zweckentfremdung (z.B. bei Wohnungen für körperlich Beeinträchtigte) gilt ebenfalls eine 2-jährige Übergangsfrist.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Eine spezifische Bezeichnung wie ""Bleiberecht"" oder ""Wohnrecht"" wird im Reglement nicht verwendet. Es wird von ""Mietverhältnis"" und ""Mitgliedschaft"" gesprochen.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ausschlussgründe sind u.a.:
  - Ablehnung von zwei angebotenen Ersatzwohnungen nach Unterbelegung oder Zweckentfremdung nach Ablauf der Übergangsfrist.
  - Nichteinhalten der Maximalbelegung trotz Aufforderung.
  - Unzulässige Untervermietung (z.B. Airbnb).
  - Weitere Verstösse gegen das Reglement.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Das Mietverhältnis wird beendet (Kündigung), wenn:
  - Die Bedingungen zur Belegung, Subvention oder Zweckbestimmung nicht mehr erfüllt werden und keine Annahme eines Ersatzangebots erfolgt.
  - Die Maximalbelegung überschritten und nicht korrigiert wird.
  - Unzulässige Untervermietung erfolgt.
  - Nach Ausschluss aus der Genossenschaft.

- Wird ein Ersatz angeboten?
Ja, bei Unterbelegung oder Zweckentfremdung werden zwei Ersatzwohnungsangebote gemacht. Die BGZ versucht, Präferenzen zu berücksichtigen, kann aber eine Wohnung in derselben Siedlung nicht garantieren. Werden beide Angebote abgelehnt, erfolgt der Ausschluss und die Kündigung."
GISA - Vermietungsbestimmungen,Vermietungsbestimmungen,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine zeitliche Begrenzung für die Dauer des Wohnens in der Genossenschaft oder in einer Wohnung, solange die Bedingungen des Reglements und der Statuten eingehalten werden.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Eine spezifische Bezeichnung wie ""Bleiberecht"" oder ""Wohnrecht"" wird nicht verwendet. Es wird von ""Mitgliedschaft"" und ""Mietverhältnis"" gesprochen.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Ausschluss aus der Genossenschaft kann erfolgen bei Verstössen gegen die Auskunfts- und Mitwirkungspflicht oder bei Täuschung (Art. 18). Auch das Umgehen der Belegungsbestimmungen durch falsche Angaben kann zum Ausschluss führen (Art. 11).

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Eine Kündigung des Mietverhältnisses kann ausgesprochen werden bei Verstössen gegen das Reglement, insbesondere bei Verletzung der Auskunfts- und Mitwirkungspflicht, Täuschung, Umgehung der Belegungsbestimmungen, dauerhafter Unterbelegung nach Ablehnung von zwei zumutbaren Ersatzangeboten (Art. 14), oder Ablehnung von zwei zumutbaren Umsiedlungsangeboten bei Umbau/Ersatzneubau (Art. 15, 18).

- Wird ein Ersatz angeboten?
Bei Umbau oder Ersatzneubau sowie bei dauerhafter Unterbelegung werden zwei zumutbare Ersatzwohnungen angeboten. Bei Ablehnung dieser Angebote kann das Mietverhältnis gekündigt werden (Art. 14, 15)."
Freiblick - Vermietungsbestimmungen,Vermietungsbestimmungen,"- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine explizite zeitliche Begrenzung für die Dauer des Wohnens in der Genossenschaft oder in einer Wohnung. Die Mitgliedschaft und das Mietverhältnis bestehen, solange die Belegungs- und Nutzungsvorschriften eingehalten werden.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird von ""Mitgliedschaft"" in der Genossenschaft und ""Mietverhältnis"" gesprochen. Ein spezieller Begriff wie ""Bleiberecht"" oder ""Wohnrecht"" wird nicht verwendet.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Ausschluss kann erfolgen, wenn die Belegungs- und Nutzungsvorgaben nicht eingehalten werden und dies nicht innerhalb von drei Monaten gemeldet wird, oder wenn bei Unterbelegung nach zwei Jahren und zweimaliger Ablehnung eines angebotenen Umzugs in eine kleinere Wohnung keine Anpassung erfolgt.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Die Kündigung des Mietverhältnisses kann ausgesprochen werden, wenn die Belegungs- und Nutzungsvorgaben verletzt werden und dies nicht gemeldet wird, oder bei Unterbelegung nach Ablauf der Wartefrist und Ablehnung eines Umzugsangebots.

- Wird ein Ersatz angeboten?
Bei Unterbelegung wird ein Umzug in eine adäquate kleinere Wohnung angeboten. Wird dieses Angebot zweimal abgelehnt, kann der Ausschluss bzw. die Kündigung erfolgen.

Quelle: https://www.freiblick.ch/files/Vermietungsrichtlinien_01092020.pdf"
Denzlerstrasse | BDZ - Vermietungsbestimmungen,Vermietungsbestimmungen,"• Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine zeitliche Begrenzung; den Mitgliedern soll durch die Genossenschaft ein ""dauerndes Heim"" gesichert werden. Allerdings kann es bei Unterbelegung oder anderen Gründen zu einer Kündigung kommen, wenn angebotene Alternativwohnungen abgelehnt werden.

• Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird kein spezieller Begriff wie ""Bleiberecht"" oder ""Wohnrecht"" verwendet, aber das Reglement spricht von einem ""dauernden Heim"" für Mitglieder.

• Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Ausschluss kann erfolgen bei Verstössen gegen die Meldepflicht (z.B. nicht gemeldete Änderungen der persönlichen Situation oder Täuschung).

• Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Eine Kündigung kann ausgesprochen werden, wenn z.B. bei Unterbelegung zwei angebotene Alternativwohnungen abgelehnt werden oder bei Verstössen gegen das Reglement (z.B. Täuschung, nicht gemeldete Änderungen).

• Wird ein Ersatz angeboten?
Bei Unterbelegung werden zweimal Alternativwohnungen angeboten, bevor eine Kündigung erfolgt. Auch nach Auflösung eines Solidarvertrags wird zweimal ein Wohnungsangebot gemacht, bevor gekündigt wird. Ziel ist, keinen Wohnungsnotstand zu verursachen und Leerstände zu vermeiden.

Quelle: https://bdz.ch/wp-content/uploads/2022/10/Vermietungsreglement-BDZ-20221018.pdf"
BBZ - Vermietungsbestimmungen,Vermietungsbestimmungen,"Eine maximale Aufenthaltsdauer in der Genossenschaft oder in einer Wohnung wird nicht explizit genannt. Es wird jedoch Wert darauf gelegt, dass langjährige Mieter*innen bleiben können, auch wenn sich ihre Familiensituation ändert.

Eine spezifische Bezeichnung wie ""Bleiberecht"" oder ""Wohnrecht"" wird nicht verwendet.

Ein Ausschluss aus der Genossenschaft bzw. eine Kündigung kann erfolgen, wenn bei Unterbelegung nach zwei abgelehnten, angemessenen Umsiedlungsangeboten keine Annahme erfolgt. Die Kündigung erfolgt dann auf den nächstmöglichen Termin.

Bei Unterbelegung wird ein Ersatz angeboten: Die BBZ macht maximal zwei angemessene Umsiedlungsangebote in eine kleinere Wohnung, sobald ein entsprechendes Mietobjekt frei wird. Erst nach Ablehnung beider Angebote kann gekündigt werden.

Weitere Gründe für einen Ausschluss oder eine Kündigung werden im Reglement nicht explizit genannt."
Baugenossenschaft Berufstätiger Frauen - Vermietungsbestimmungen,Vermietungsbestimmungen,"Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine explizite zeitliche Begrenzung für die Dauer der Mitgliedschaft in der Genossenschaft oder für das Wohnen in einer Wohnung. Voraussetzung ist, dass die Mieterin weiterhin die Bedingungen erfüllt (z.B. alleinstehend, berufstätig oder in Ausbildung, zivilrechtlicher Wohnsitz in der Wohnung).

Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Eine spezifische Bezeichnung wie ""Bleiberecht"" oder ""Wohnrecht"" wird nicht genannt. Es wird von ""Mitgliedschaft"" und ""Miete"" gesprochen.

Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Es gibt keine expliziten Ausschlussgründe auf der Webseite. Es wird aber erwähnt, dass die Mitgliedschaft persönlich und an das Mieten einer Wohnung gebunden ist. Wer keine Wohnung mehr mietet, kann in der Regel kein Mitglied bleiben.

Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Es werden keine konkreten Gründe für eine Kündigung oder einen Wohnungsverlust genannt. Es wird jedoch verlangt, dass die Mitglieder selbst in der Wohnung wohnen und dort ihren zivilrechtlichen Wohnsitz haben.

Wird ein Ersatz angeboten?
Es gibt keine Angaben dazu, ob im Falle eines Wohnungsverlusts ein Ersatz angeboten wird.

Quelle: https://bgbf.ch/vermietung/bedingungen"
BSH - Vermietungsbestimmungen,Vermietungsbestimmungen,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine explizite zeitliche Begrenzung für das Bleiberecht. Das Mietverhältnis ist grundsätzlich unbefristet, solange die Belegungsbestimmungen eingehalten werden und kein Ausschlussgrund vorliegt.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird nicht explizit von ""Bleiberecht"" oder ""Wohnrecht"" gesprochen. Die Mitgliedschaft in der Genossenschaft und das Mietverhältnis sind an die Einhaltung der Statuten und Reglemente gebunden.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Wenn ein Mieter zwei zumutbare Ersatzwohnungsangebote bei Unterbelegung ablehnt, kann die Genossenschaft den Mieter aus der Genossenschaft ausschliessen und den Mietvertrag kündigen (vgl. Art. 11.1. lit. f und Art. 11.5. der Statuten).

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Siehe oben: Bei Ablehnung von zwei zumutbaren Ersatzwohnungsangeboten bei Unterbelegung kann der Mietvertrag gekündigt werden.

- Wird ein Ersatz angeboten?
Ja, bei Unterbelegung wird eine aus Sicht der Genossenschaft zumutbare Ersatzwohnung angeboten. Wird diese abgelehnt, folgen gestaffelte Unterbelegungszuschläge. Nach Ablehnung von zwei Angeboten kann der Ausschluss und die Kündigung erfolgen. Bei Umzug in eine kleinere Wohnung wird ein Umsiedlungsbeitrag von CHF 2'000 gewährt."
BAHOGE - Vermietungsbestimmungen,Vermietungsbestimmungen,"- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine zeitliche Begrenzung für das Wohnrecht, solange die Belegungsbestimmungen eingehalten werden. Bei Unterbelegung kann nach zwei Jahren und Ablehnung von mindestens zwei zumutbaren Ersatzangeboten das Mietverhältnis gekündigt und der/die Genossenschafter:in ausgeschlossen werden. Für Genossenschafter:innen im Rentenalter beträgt die Übergangsfrist drei Jahre.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird kein spezieller Begriff wie ""Bleiberecht"" oder ""Wohnrecht"" verwendet, sondern von ""Mietverhältnis"" und ""Genossenschafter:in"" gesprochen.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ausschluss erfolgt bei Überbelegung nach Ablauf einer gesetzten Frist oder bei Unterbelegung nach Ablehnung von Ersatzangeboten. Auch bei Kündigung des Mietverhältnisses wird der/die Genossenschafter:in ausgeschlossen.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Bei Überbelegung nach Ablauf der Frist oder bei Unterbelegung nach Ablehnung von Ersatzangeboten wird das Mietverhältnis gekündigt.

- Wird ein Ersatz angeboten?
Bei Unterbelegung wird eine zumutbare Ersatzwohnung angeboten. Zumutbar ist eine Wohnung, wenn sie finanziell tragbar und sozial vertretbar ist."
ASIG - Vermietungsbestimmungen,Vermietungsbestimmungen,
ABZ - Vermietungsbestimmungen,Vermietungsbestimmungen,"- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine generelle zeitliche Begrenzung für das Wohnrecht. Das Mietverhältnis besteht grundsätzlich unbefristet, solange die Belegungs- und Mitgliedschaftsbedingungen eingehalten werden. Bei Unterbelegung muss nach zwei Jahren und Ablehnung von zwei zumutbaren Ersatzwohnungen mit Kündigung gerechnet werden.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird von ""Mitgliedschaft"", ""Mietverhältnis"" und ""Wohnsicherheit"" gesprochen. Ein spezieller Begriff wie ""Bleiberecht"" oder ""Wohnrecht"" wird nicht verwendet.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ausschlussgründe sind u.a.:
  - Unterbelegung der Wohnung und Ablehnung von zwei zumutbaren Ersatzwohnungen nach Ablauf der Frist.
  - Vorsätzliche Umgehung der Belegungsbestimmungen durch falsche Angaben.
  - Nichtbeachtung der Meldepflicht bei Unterbelegung.
  - Nichtkündigung nach befristeter Untermiete.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Das Mietverhältnis kann gekündigt werden:
  - Bei Unterbelegung nach Ablauf der Frist und Ablehnung von Ersatzwohnungen.
  - Bei vorsätzlicher Umgehung der Belegungsbestimmungen.
  - Bei nicht genehmigter oder nicht gemeldeter Untermiete.
  - Nach befristeter Untermiete, wenn die Hauptmietpartei nicht zurückkehrt oder nicht kündigt.

- Wird ein Ersatz angeboten?
Ja, bei Sanierungen oder Ersatzneubauten sowie bei Unterbelegung werden Ersatz- oder Ausweichwohnungen angeboten. Kündigung erfolgt erst nach Ablehnung von zwei zumutbaren Ersatzwohnungen innerhalb der Frist.

Quelle: https://www.abz.ch/content/uploads/2024/06/240530_reglement_vermietung_def.pdf"
Stiftung PWG - Vermietungsbestimmungen,Vermietungsbestimmungen,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine generelle zeitliche Begrenzung für die Mietdauer. Die Mietverhältnisse laufen grundsätzlich unbefristet, solange die Kriterien des Vermietungsreglements eingehalten werden. Bei Nichteinhaltung kann das Mietverhältnis gekündigt werden (Art. 20, 23).

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Eine spezifische Bezeichnung wie ""Bleiberecht"" oder ""Wohnrecht"" wird nicht verwendet. Es wird von ""Mietverhältnis"" gesprochen.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Ausschluss aus der Genossenschaft ist nicht explizit geregelt, da es sich um eine Stiftung und nicht um eine klassische Genossenschaft handelt. Es wird nur das Mietverhältnis geregelt.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Das Mietverhältnis kann gekündigt werden, wenn die Mietenden trotz schriftlicher Mahnung gegen die Statuten oder das Vermietungsreglement verstossen oder ihren vertraglichen oder gesetzlichen Pflichten nicht nachkommen. Insbesondere bei Verletzung der Bestimmungen zur Untermiete oder zu Zweitwohnsitzen (Art. 23).

- Wird ein Ersatz angeboten?
Bei Renovations- und Erneuerungsarbeiten oder wenn die Kriterien nicht mehr erfüllt werden, kann eine angemessene Ersatzwohnung angeboten werden. Wird diese abgelehnt, kann das Mietverhältnis gekündigt werden (Art. 18, 19).

Quelle: Vermietungsreglement 2022 der Stiftung PWG, insbesondere Art. 16–23."
